Product Name,Company,Export Country,Date,Units Sold,unit_price,Profit per unit,Export Value,Destination Port,Transportation Mode
Cassava,Nigeria Agro Export Company,Sweden,1/13/2023,787,28262.15,4658.3,22242312.05,Lagos,Sea
Sesame,Agriplus Nigeria Limited,Netherlands,10/18/2021,807,18090.87,7265.71,14599332.09,Lagos,Sea
Sesame,Golden Farms Nigeria Limited,Italy,3/30/2023,663,30675.14,2723.64,20337617.82,Port Harcourt,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Netherlands,10/10/2023,561,12953.71,2565.69,7267031.31,Lagos,Sea
Cassava,Nigeria Agro Export Company,Belgium,3/15/2022,163,16244.54,9874.64,2647860.02,Lagos,Sea
Ginger,Agro Export Nigeria Ltd,Spain,8/11/2020,467,17621.38,4867.75,8229184.46,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,Denmark,6/14/2023,211,16085.4,7668.27,3394019.4,Port Harcourt,Sea
Sesame,Agro Export Nigeria Ltd,Denmark,4/20/2022,674,31768.74,3973.93,21412130.76,Lagos,Sea
Cocoa,Agriplus Nigeria Limited,Italy,12/13/2021,564,18024.78,9857.87,10165975.92,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Denmark,12/17/2023,856,25955.18,8075.39,22217634.08,Warri,Sea
Sesame,Agro Export Nigeria Ltd,Switzerland,6/8/2023,228,18716.18,5460.56,4267289.04,Calabar,Sea
Cashew,Agro Export Nigeria Ltd,Spain,12/4/2023,413,13305.43,7780.18,5495142.59,Port Harcourt,Sea
Plantain,Golden Farms Nigeria Limited,Switzerland,8/11/2022,780,16243.24,7099.21,12669727.2,Port Harcourt,Sea
Rubber,Nigeria Agro Export Company,Italy,9/28/2022,951,18275.44,8704.65,17379943.44,Lagos,Sea
Cassava,Nigeria Agro Export Company,France,2/5/2020,385,49366.58,9252.64,19006133.3,Calabar,Sea
Cassava,Agro Export Nigeria Ltd,Switzerland,7/16/2021,182,11360.04,3424.28,2067527.28,Calabar,Sea
Palm Oil,Agro Export Nigeria Ltd,Netherlands,2/18/2020,322,44206.36,2884.76,14234447.92,Lagos,Sea
Plantain,Farmgate Nigeria Limited,Sweden,6/26/2022,486,38153.09,9878.35,18542401.74,Warri,Sea
Plantain,Golden Farms Nigeria Limited,France,5/6/2023,460,42176.76,2762.91,19401309.6,Lagos,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Sweden,2/26/2022,450,47731.6,3122.51,21479220,Lagos,Sea
Ginger,Agriplus Nigeria Limited,Switzerland,10/29/2023,931,44314.68,7504.88,41256967.08,Lagos,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Spain,12/31/2022,383,22247.16,2470.18,8520662.28,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),Switzerland,6/3/2022,229,10532.67,8592.31,2411981.43,Lagos,Sea
Cashew,Nigerian Export Promotion Council (NEPC),France,4/12/2021,777,30049.86,4993.55,23348741.22,Calabar,Sea
Cashew,Solid Agro Nigeria Limited,Denmark,2/24/2021,973,13019.66,7802.91,12668129.18,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,Denmark,12/23/2020,395,10195.24,6032.84,4027119.8,Calabar,Sea
Palm Oil,Solid Agro Nigeria Limited,Denmark,7/26/2020,663,11700.02,5979.08,7757113.26,Port Harcourt,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Switzerland,11/21/2020,504,37053.01,4393.65,18674717.04,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),France,1/8/2022,461,17111.71,4498.67,7888498.31,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Spain,11/26/2023,964,19492.46,7012.52,18790731.44,Warri,Sea
Plantain,Prime Agro Exports Nigeria Limited,Austria,4/18/2023,464,46932.39,8782.04,21776628.96,Lagos,Sea
Ginger,Golden Farms Nigeria Limited,Spain,4/4/2022,296,10142.15,6846.41,3002076.4,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Germany,1/25/2021,371,12445.21,5153.77,4617172.91,Calabar,Sea
Palm Oil,Solid Agro Nigeria Limited,Italy,5/7/2023,883,14518.98,2316.41,12820259.34,Warri,Sea
Cashew,Farmgate Nigeria Limited,Belgium,9/16/2020,158,33199.44,5295.09,5245511.52,Lagos,Sea
Cocoa,Farmgate Nigeria Limited,Belgium,11/11/2020,839,20194.91,4050.93,16943529.49,Port Harcourt,Sea
Cocoa,Solid Agro Nigeria Limited,Sweden,9/6/2022,752,33682.2,2116.71,25329014.4,Lagos,Sea
Cashew,Agriplus Nigeria Limited,Denmark,8/29/2023,296,28499.89,4918.31,8435967.44,Calabar,Sea
Cocoa,Solid Agro Nigeria Limited,France,11/30/2023,896,37856.44,8880.76,33919370.24,Lagos,Sea
Palm Oil,Agro Allied Exporters Nigeria Limited,Denmark,2/27/2021,919,12736.81,5369.17,11705128.39,Lagos,Sea
Rubber,Nigeria Agro Export Company,Italy,4/17/2020,824,10293.39,3434.07,8481753.36,Lagos,Sea
Ginger,Solid Agro Nigeria Limited,Denmark,10/31/2023,912,36518.14,7764.13,33304543.68,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Austria,5/27/2023,296,12168.22,6858.4,3601793.12,Lagos,Sea
Cocoa,Nigeria Agro Export Company,Belgium,7/7/2021,571,27712.14,6221.24,15823631.94,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,Netherlands,2/26/2021,999,35396.62,6036.55,35361223.38,Warri,Sea
Cocoa,Agriplus Nigeria Limited,Switzerland,7/29/2020,355,19246.61,2599.13,6832546.55,Lagos,Sea
Plantain,Agro Allied Exporters Nigeria Limited,Italy,3/6/2020,368,30048.91,2336.56,11057998.88,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Netherlands,6/11/2020,794,34804.99,8456.36,27635162.06,Calabar,Sea
Plantain,Nigerian Export Promotion Council (NEPC),France,3/5/2022,426,27262.69,8439.65,11613905.94,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Austria,4/5/2022,318,24796.29,9931.61,7885220.22,Port Harcourt,Sea
Cassava,Agro Export Nigeria Ltd,Germany,3/9/2023,553,25956.06,4281.77,14353701.18,Lagos,Sea
Rubber,Farmgate Nigeria Limited,France,6/8/2020,133,10598.63,2227.19,1409617.79,Port Harcourt,Sea
Ginger,Agriplus Nigeria Limited,Austria,7/18/2020,361,23661.98,2145.57,8541974.78,Lagos,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Belgium,11/16/2021,810,37294.98,9804.7,30208933.8,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Denmark,9/8/2023,205,26036.36,8100.15,5337453.8,Calabar,Sea
Cashew,Nigeria Agro Export Company,Austria,7/5/2021,305,18218.73,9792.49,5556712.65,Lagos,Sea
Ginger,Farmgate Nigeria Limited,Germany,6/18/2021,892,30720.69,8022.12,27402855.48,Warri,Sea
Plantain,Solid Agro Nigeria Limited,Netherlands,7/25/2022,933,18835.79,6247.48,17573792.07,Warri,Sea
Rubber,Farmgate Nigeria Limited,France,10/20/2021,608,24486.35,2380.14,14887700.8,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Netherlands,3/20/2023,383,10974.92,2308.78,4203394.36,Warri,Sea
Plantain,Agriplus Nigeria Limited,Italy,2/20/2021,662,48735.7,3116.32,32263033.4,Warri,Sea
Sesame,Golden Farms Nigeria Limited,Switzerland,5/7/2020,995,23095.37,8369.26,22979893.15,Lagos,Sea
Plantain,Agriplus Nigeria Limited,Germany,11/17/2021,914,34678.88,3227.13,31696496.32,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Italy,11/9/2020,109,26372.46,8505.26,2874598.14,Lagos,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,Germany,4/24/2022,706,47962.4,8161.97,33861454.4,Port Harcourt,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Austria,2/25/2022,928,43869.35,7665.68,40710756.8,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),France,10/4/2021,535,48301.99,9496.39,25841564.65,Calabar,Sea
Cashew,Solid Agro Nigeria Limited,Sweden,11/6/2020,413,28753.55,6243.28,11875216.15,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Austria,10/29/2020,953,30715.74,7323.65,29272100.22,Warri,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Sweden,4/15/2022,926,24045.41,4426.14,22266049.66,Calabar,Sea
Plantain,Golden Farms Nigeria Limited,Spain,7/13/2023,951,30767.55,2982.69,29259940.05,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,Italy,4/1/2021,394,47388.5,9454.03,18671069,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Belgium,6/30/2022,317,15822.44,8639.12,5015713.48,Lagos,Sea
Rubber,Agriplus Nigeria Limited,Belgium,6/24/2022,987,22652.61,3695.28,22358126.07,Lagos,Sea
Cassava,Nigeria Agro Export Company,Switzerland,6/28/2020,427,29828.71,2279.98,12736859.17,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,Denmark,12/18/2022,357,18747.68,6313.93,6692921.76,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,Austria,11/10/2020,596,30068.44,2819.55,17920790.24,Lagos,Sea
Palm Oil,Nigeria Agro Export Company,Italy,4/4/2023,671,28843.84,8442.44,19354216.64,Lagos,Sea
Cocoa,Agro Export Nigeria Ltd,Italy,10/6/2021,660,29898.29,3852.77,19732871.4,Lagos,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Germany,12/31/2020,374,46332.41,6794.61,17328321.34,Lagos,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Germany,9/12/2022,471,11415.43,8345.6,5376667.53,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Switzerland,2/23/2022,109,30617.79,6262.87,3337339.11,Warri,Sea
Plantain,Agriplus Nigeria Limited,Denmark,1/10/2022,643,49198.6,9700.95,31634699.8,Calabar,Sea
Cassava,Greenfield Agro Exporters Nigeria Limited,Netherlands,9/10/2023,415,43916.15,2860.69,18225202.25,Lagos,Sea
Cocoa,Agriplus Nigeria Limited,France,1/18/2023,507,25077,4342.19,12714039,Calabar,Sea
Ginger,Agro Allied Exporters Nigeria Limited,Sweden,3/31/2023,132,19176.7,2330.18,2531324.4,Lagos,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Sweden,4/19/2020,636,18138.26,6241.93,11535933.36,Lagos,Sea
Plantain,Nigeria Agro Export Company,Spain,4/24/2020,298,48711.59,8683.01,14516053.82,Warri,Sea
Rubber,Farmgate Nigeria Limited,Germany,10/2/2020,405,46606.43,5181.23,18875604.15,Calabar,Sea
Ginger,Agro Allied Exporters Nigeria Limited,Belgium,5/30/2022,115,20772.65,2751.58,2388854.75,Port Harcourt,Sea
Plantain,Farmgate Nigeria Limited,Belgium,6/23/2022,883,28437.69,8368.84,25110480.27,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Switzerland,10/29/2022,616,33656.08,6167.99,20732145.28,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),France,8/31/2020,895,43973.47,2448.05,39356255.65,Port Harcourt,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Switzerland,9/4/2021,369,13952.52,6188.94,5148479.88,Lagos,Sea
Cashew,Nigeria Agro Export Company,Netherlands,12/17/2023,506,49365.93,8498.57,24979160.58,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Italy,2/28/2022,379,12061.24,8671.99,4571209.96,Port Harcourt,Sea
Cassava,Solid Agro Nigeria Limited,France,10/4/2022,269,28501.42,4486.79,7666881.98,Lagos,Sea
Ginger,Agro Export Nigeria Ltd,Netherlands,3/25/2020,372,20678.92,6836.12,7692558.24,Warri,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,France,10/12/2021,182,28119.02,4905.94,5117661.64,Warri,Sea
Plantain,Agriplus Nigeria Limited,Sweden,10/26/2023,127,35665.11,9712.97,4529468.97,Lagos,Sea
Cocoa,Agro Export Nigeria Ltd,Denmark,1/5/2023,639,46793.26,2626.29,29900893.14,Calabar,Sea
Plantain,Agro Allied Exporters Nigeria Limited,Sweden,10/29/2022,151,11379.89,7761.71,1718363.39,Lagos,Sea
Cassava,Agro Export Nigeria Ltd,Sweden,11/12/2023,748,25065.32,7742.48,18748859.36,Lagos,Sea
Rubber,Nigeria Agro Export Company,Switzerland,9/5/2023,238,11883,2853.43,2828154,Lagos,Sea
Cassava,Agriplus Nigeria Limited,France,6/28/2023,778,15017.53,9283.59,11683638.34,Port Harcourt,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Belgium,9/17/2023,466,40846.78,8081.57,19034599.48,Calabar,Sea
Plantain,Golden Farms Nigeria Limited,Switzerland,5/27/2023,837,16079.55,8183.76,13458583.35,Lagos,Sea
Ginger,Agro Export Nigeria Ltd,France,5/6/2021,727,21997.05,7782.56,15991855.35,Lagos,Sea
Cashew,Agriplus Nigeria Limited,Switzerland,11/1/2020,618,34261.66,9850.59,21173705.88,Lagos,Sea
Rubber,Agriplus Nigeria Limited,Sweden,7/25/2021,405,13582.18,5894.22,5500782.9,Warri,Sea
Plantain,Agriplus Nigeria Limited,Sweden,7/24/2020,498,15043.56,2367.6,7491692.88,Lagos,Sea
Sesame,Agriplus Nigeria Limited,Denmark,8/31/2020,775,17452.74,2686.62,13525873.5,Port Harcourt,Sea
Plantain,Agriplus Nigeria Limited,Spain,2/5/2021,617,12552.78,3859.98,7745065.26,Port Harcourt,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Germany,3/31/2023,278,28564.88,8098.26,7941036.64,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,France,4/21/2020,123,28223.94,4207.73,3471544.62,Lagos,Sea
Cashew,Nigeria Agro Export Company,Netherlands,6/24/2021,670,29082.54,4982.72,19485301.8,Calabar,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Netherlands,7/18/2022,779,26423.8,2626.87,20584140.2,Lagos,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,France,7/18/2022,945,32510.05,5669.22,30721997.25,Warri,Sea
Ginger,Prime Agro Exports Nigeria Limited,Netherlands,1/12/2022,740,49218.64,3231.87,36421793.6,Lagos,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Switzerland,3/6/2021,199,47269.53,9258.5,9406636.47,Lagos,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Denmark,5/31/2020,216,25895.71,5588.44,5593473.36,Lagos,Sea
Cocoa,Solid Agro Nigeria Limited,Denmark,7/29/2020,723,24896.53,4266.1,18000191.19,Calabar,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),France,3/31/2021,673,45974,7313.46,30940502,Lagos,Sea
Cashew,Solid Agro Nigeria Limited,Belgium,1/15/2023,555,16865.51,4394.07,9360358.05,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Germany,6/3/2020,710,48182.29,5868.44,34209425.9,Port Harcourt,Sea
Sesame,Solid Agro Nigeria Limited,Spain,10/19/2021,993,41505.97,4434.9,41215428.21,Warri,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,Sweden,4/30/2023,559,30415.41,2103.4,17002214.19,Lagos,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Germany,1/23/2020,870,28422.6,7385.82,24727662,Port Harcourt,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Germany,4/6/2023,569,45141.75,8810.63,25685655.75,Port Harcourt,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Belgium,4/9/2023,127,18303.06,6427.12,2324488.62,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Italy,6/25/2020,430,18902.8,5916.22,8128204,Port Harcourt,Sea
Palm Oil,Nigeria Agro Export Company,Netherlands,10/27/2021,391,19901.91,2594.44,7781646.81,Lagos,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Denmark,1/20/2023,839,42307.64,2725.48,35496109.96,Lagos,Sea
Cassava,Nigeria Agro Export Company,Netherlands,6/4/2023,314,33005.79,7392.48,10363818.06,Warri,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Denmark,11/22/2023,188,41952.09,9861.73,7886992.92,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Italy,8/13/2023,812,10721.81,4908.79,8706109.72,Warri,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Belgium,3/17/2021,709,41015.1,8138.42,29079705.9,Warri,Sea
Palm Oil,Farmgate Nigeria Limited,Spain,3/17/2020,783,46845.94,7199.79,36680371.02,Lagos,Sea
Ginger,Farmgate Nigeria Limited,Italy,5/9/2023,684,32847.98,4767,22468018.32,Port Harcourt,Sea
Cashew,Solid Agro Nigeria Limited,Spain,10/20/2022,494,15808.25,8514.16,7809275.5,Lagos,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Netherlands,9/10/2021,248,49335.1,4909.96,12235104.8,Lagos,Sea
Rubber,Prime Agro Exports Nigeria Limited,Belgium,11/1/2021,301,46047.77,3519.61,13860378.77,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Denmark,7/18/2020,586,27772.8,7589.35,16274860.8,Calabar,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Sweden,5/19/2021,743,20825.01,2879.25,15472982.43,Calabar,Sea
Palm Oil,Farmgate Nigeria Limited,Netherlands,10/9/2021,428,33222.48,9269.51,14219221.44,Warri,Sea
Cashew,Agriplus Nigeria Limited,Denmark,12/17/2023,104,28856.79,6754.28,3001106.16,Port Harcourt,Sea
Rubber,Farmgate Nigeria Limited,Belgium,7/12/2021,599,48007.01,6015.13,28756198.99,Port Harcourt,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Netherlands,6/16/2020,115,25006.63,5301.73,2875762.45,Warri,Sea
Sesame,Farmgate Nigeria Limited,Austria,6/9/2021,762,31052.45,5531.35,23661966.9,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Netherlands,9/22/2020,479,17626.87,6801.41,8443270.73,Warri,Sea
Rubber,Agro Export Nigeria Ltd,Italy,9/3/2021,887,39899.3,4319.57,35390679.1,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),Austria,5/2/2021,655,45931.66,6251.45,30085237.3,Lagos,Sea
Plantain,Nigeria Agro Export Company,Switzerland,11/15/2020,909,19171.77,5159.22,17427138.93,Warri,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Sweden,12/25/2021,667,33489.07,9214.17,22337209.69,Lagos,Sea
Cocoa,Nigeria Agro Export Company,Denmark,1/12/2023,295,15255.06,5692.82,4500242.7,Warri,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Sweden,9/7/2021,930,11752.59,7463.08,10929908.7,Lagos,Sea
Ginger,Nigeria Agro Export Company,Switzerland,4/1/2021,808,36102.12,4257.5,29170512.96,Calabar,Sea
Plantain,Prime Agro Exports Nigeria Limited,Netherlands,2/2/2023,589,47737.46,4814.23,28117363.94,Calabar,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Sweden,3/3/2022,212,38606.82,8270.19,8184645.84,Lagos,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Germany,8/17/2023,164,44326.56,5980.31,7269555.84,Calabar,Sea
Sesame,Agriplus Nigeria Limited,Sweden,1/16/2022,589,16688.99,5445.11,9829815.11,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Denmark,9/29/2022,438,22625.33,6130.91,9909894.54,Warri,Sea
Sesame,Agro Allied Exporters Nigeria Limited,France,8/26/2022,880,40170.32,6843.59,35349881.6,Warri,Sea
Rubber,Nigeria Agro Export Company,Italy,4/1/2023,483,42817.53,3137.24,20680866.99,Port Harcourt,Sea
Cashew,Agro Allied Exporters Nigeria Limited,France,8/6/2021,551,23671.25,6023.56,13042858.75,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,France,12/3/2022,757,15651.76,2822.57,11848382.32,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Switzerland,4/11/2023,131,48048.54,3265.53,6294358.74,Calabar,Sea
Cashew,Nigerian Export Promotion Council (NEPC),Belgium,7/8/2020,804,24263.35,4847.33,19507733.4,Calabar,Sea
Palm Oil,Agriplus Nigeria Limited,Denmark,9/6/2023,614,28806.4,3097.77,17687129.6,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,Switzerland,1/27/2021,870,48583.99,3988.43,42268071.3,Lagos,Sea
Plantain,Agro Export Nigeria Ltd,Austria,5/31/2022,539,23220.19,4742.1,12515682.41,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,Spain,9/20/2023,338,10969.85,9711.49,3707809.3,Calabar,Sea
Cashew,Agro Export Nigeria Ltd,Belgium,1/31/2023,506,35141.25,6995.65,17781472.5,Warri,Sea
Plantain,Nigerian Export Promotion Council (NEPC),Netherlands,10/1/2020,223,32345.62,8780.61,7213073.26,Lagos,Sea
Palm Oil,Golden Farms Nigeria Limited,Belgium,11/7/2021,873,35948.04,8000.9,31382638.92,Lagos,Sea
Cashew,Solid Agro Nigeria Limited,France,1/3/2022,633,25099.43,2601.78,15887939.19,Lagos,Sea
Plantain,Golden Farms Nigeria Limited,Denmark,10/17/2021,874,31711.95,2679.84,27716244.3,Port Harcourt,Sea
Cocoa,Golden Farms Nigeria Limited,Austria,1/6/2020,492,33982.23,3031.16,16719257.16,Lagos,Sea
Sesame,Agriplus Nigeria Limited,Sweden,11/6/2020,816,24557.22,7507.36,20038691.52,Calabar,Sea
Cashew,Solid Agro Nigeria Limited,Austria,9/9/2022,504,16636.12,4596.82,8384604.48,Port Harcourt,Sea
Sesame,Agriplus Nigeria Limited,Italy,10/26/2023,665,47558.52,7747.05,31626415.8,Calabar,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,Denmark,2/26/2023,315,41679.02,9014.24,13128891.3,Warri,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Netherlands,1/18/2023,179,13561.99,7189.28,2427596.21,Lagos,Sea
Cashew,Farmgate Nigeria Limited,France,12/15/2021,773,38681.14,8033.55,29900521.22,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Germany,11/30/2022,276,11216.66,4708.95,3095798.16,Calabar,Sea
Cashew,Prime Agro Exports Nigeria Limited,France,7/22/2022,412,39780.13,7699.27,16389413.56,Lagos,Sea
Sesame,Solid Agro Nigeria Limited,Italy,5/5/2022,949,38419.36,3631.91,36459972.64,Calabar,Sea
Ginger,Agro Export Nigeria Ltd,Spain,5/5/2022,606,48515.52,6441.57,29400405.12,Lagos,Sea
Sesame,Agro Export Nigeria Ltd,Switzerland,9/15/2020,336,45460.52,6073.91,15274734.72,Calabar,Sea
Rubber,Prime Agro Exports Nigeria Limited,Denmark,11/6/2020,938,42349.4,5636.58,39723737.2,Port Harcourt,Sea
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Belgium,7/13/2022,305,11804.84,5226.45,3600476.2,Lagos,Sea
Cocoa,Prime Agro Exports Nigeria Limited,Denmark,2/24/2023,696,29398.99,4816.3,20461697.04,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,9/7/2021,397,29715,6060.24,11796855,Warri,Sea
Cassava,Golden Farms Nigeria Limited,Belgium,4/2/2021,960,42119.76,7291.26,40434969.6,Lagos,Sea
Cocoa,Nigeria Agro Export Company,Sweden,8/18/2020,442,39909.45,6492.45,17639976.9,Lagos,Sea
Cassava,Nigeria Agro Export Company,Netherlands,11/13/2020,229,18212.59,3226.57,4170683.11,Warri,Sea
Rubber,Agriplus Nigeria Limited,Netherlands,5/13/2021,730,44410.29,3170.9,32419511.7,Warri,Sea
Cocoa,Farmgate Nigeria Limited,Germany,2/16/2022,972,12391.17,4739.75,12044217.24,Lagos,Sea
Sesame,Solid Agro Nigeria Limited,Sweden,9/24/2020,903,21669.81,8838.64,19567838.43,Port Harcourt,Sea
Plantain,Agriplus Nigeria Limited,Denmark,5/14/2021,407,24660.78,5093.85,10036937.46,Lagos,Sea
Palm Oil,Solid Agro Nigeria Limited,Spain,2/18/2023,627,15178.04,9884.25,9516631.08,Port Harcourt,Sea
Rubber,Agro Export Nigeria Ltd,Switzerland,3/23/2023,741,28606.38,6771.24,21197327.58,Lagos,Sea
Ginger,Solid Agro Nigeria Limited,Austria,3/5/2020,224,45093.4,7090.2,10100921.6,Lagos,Sea
Plantain,Golden Farms Nigeria Limited,Italy,5/15/2022,895,44466.3,6556.12,39797338.5,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),Netherlands,4/1/2023,180,22060.92,3219.94,3970965.6,Warri,Sea
Sesame,Agriplus Nigeria Limited,Spain,12/30/2021,972,17424.12,6738.21,16936244.64,Port Harcourt,Sea
Palm Oil,Prime Agro Exports Nigeria Limited,France,1/10/2022,304,41022.88,3565.88,12470955.52,Port Harcourt,Sea
Cashew,Prime Agro Exports Nigeria Limited,Spain,7/17/2021,435,33734.24,7258.28,14674394.4,Lagos,Sea
Palm Oil,Agro Export Nigeria Ltd,Belgium,6/5/2023,234,30962.68,6008.63,7245267.12,Port Harcourt,Sea
Plantain,Prime Agro Exports Nigeria Limited,Belgium,6/15/2023,884,35538.5,5297.56,31416034,Lagos,Sea
Plantain,Farmgate Nigeria Limited,Denmark,9/3/2020,646,10338.09,8152.32,6678406.14,Lagos,Sea
Cassava,Agro Allied Exporters Nigeria Limited,Netherlands,10/24/2020,885,37238.52,5263.08,32956090.2,Lagos,Sea
Plantain,Solid Agro Nigeria Limited,Germany,8/8/2020,463,21324.19,5651.94,9873099.97,Lagos,Sea
Cassava,Nigeria Agro Export Company,Italy,11/4/2023,635,46224.92,4473.09,29352824.2,Lagos,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Belgium,7/2/2022,331,40975.54,5778.24,13562903.74,Calabar,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Germany,9/23/2022,519,23287.18,9858.14,12086046.42,Calabar,Sea
Cashew,Prime Agro Exports Nigeria Limited,Switzerland,11/29/2022,558,37757.63,8787.98,21068757.54,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,France,5/27/2021,480,12519.37,8790.94,6009297.6,Lagos,Sea
Cocoa,Greenfield Agro Exporters Nigeria Limited,Italy,8/23/2023,858,41834.28,2100.66,35893812.24,Lagos,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Netherlands,1/30/2020,458,13812.54,3177.15,6326143.32,Lagos,Sea
Ginger,Nigeria Agro Export Company,Austria,10/17/2023,345,40531.92,8482.65,13983512.4,Lagos,Sea
Cocoa,Solid Agro Nigeria Limited,Sweden,7/18/2023,238,26925.18,2901.45,6408192.84,Lagos,Sea
Rubber,Agro Export Nigeria Ltd,Netherlands,9/15/2023,972,28660.03,8220.25,27857549.16,Warri,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Netherlands,11/20/2020,491,45962.15,6370.54,22567415.65,Lagos,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,France,7/7/2022,954,32313.86,6873.64,30827422.44,Port Harcourt,Sea
Cocoa,Agriplus Nigeria Limited,Spain,4/15/2021,262,27644.22,2134.18,7242785.64,Lagos,Sea
Plantain,Nigeria Agro Export Company,Germany,12/18/2021,673,43898.69,2563.04,29543818.37,Lagos,Sea
Cocoa,Agro Export Nigeria Ltd,Belgium,3/4/2023,513,40829.59,5780.88,20945579.67,Calabar,Sea
Rubber,Golden Farms Nigeria Limited,Netherlands,12/23/2020,684,22639.19,9105.12,15485205.96,Warri,Sea
Plantain,Greenfield Agro Exporters Nigeria Limited,Belgium,8/28/2020,230,33065.69,7570.06,7605108.7,Lagos,Sea
